Source,Target,Distance,s_lon,s_lat,t_lon,t_lat
Mumbai,Islamabad,1011.84,18.9387711,72.8353355,33.63573935,72.9230467027632
Mumbai,Lahore,874.05,18.9387711,72.8353355,31.5655908,74.3141453
Mumbai,Karachi,560.18,18.9387711,72.8353355,25.147872,67.1821931713384
Mumbai,Beijing,2957.54,18.9387711,72.8353355,39.906217,116.3912757
Mumbai,Tehran,1744.38,18.9387711,72.8353355,35.7006177,51.4013785
Mumbai,Kabul,1096.49,18.9387711,72.8353355,34.5260131,69.1776476
Mumbai,Baku,2011.06,18.9387711,72.8353355,40.3754434,49.8326748
Mumbai,Dhaka,1177.33,18.9387711,72.8353355,23.7593572,90.3788136
Mumbai,Cairo,2712.45,18.9387711,72.8353355,30.048819,31.243666
Mumbai,Baghdad,2016.00,18.9387711,72.8353355,33.3024309,44.3787992
Mumbai,Tel Aviv,2527.29,18.9387711,72.8353355,32.0804808,34.7805274
Mumbai,Astana,2220.54,18.9387711,72.8353355,51.128258,71.43055
Mumbai,Kuwait City,1721.51,18.9387711,72.8353355,29.3797091,47.9735629
Mumbai,Tripoli,3786.57,18.9387711,72.8353355,32.896672,13.1777923
Mumbai,Muscat,973.02,18.9387711,72.8353355,23.5125498,58.5514017715319
Mumbai,Riyadh,1720.61,18.9387711,72.8353355,24.6319692,46.7150648
Mumbai,Abu Dhabi,1282.69,18.9387711,72.8353355,23.99764435,53.6439097569213
Mumbai,Amman,2459.78,18.9387711,72.8353355,31.9515694,35.9239625
Mumbai,Moscow,3129.89,18.9387711,72.8353355,55.7507178,37.6176606
Mumbai,London,4478.89,18.9387711,72.8353355,51.5073219,-0.1276474
Mumbai,New York City,7808.03,18.9387711,72.8353355,40.7308619,-73.9871558
Mumbai,Istanbul,2995.19,18.9387711,72.8353355,41.0096334,28.9651646
Mumbai,Bangkok,1889.36,18.9387711,72.8353355,13.7538929,100.8160803
Mumbai,Geneva,4180.73,18.9387711,72.8353355,46.2017559,6.1466014
Mumbai,Colombo,951.94,18.9387711,72.8353355,6.9218124,79.8655608840961
Beijing,Islamabad,2425.51,39.906217,116.3912757,33.63573935,72.9230467027632
Beijing,Lahore,2410.63,39.906217,116.3912757,31.5655908,74.3141453
Beijing,Karachi,3005.04,39.906217,116.3912757,25.147872,67.1821931713384
Beijing,Mumbai,2957.54,39.906217,116.3912757,18.9387711,72.8353355
Beijing,Tehran,3488.88,39.906217,116.3912757,35.7006177,51.4013785
Beijing,Kabul,2599.83,39.906217,116.3912757,34.5260131,69.1776476
Beijing,Baku,3435.96,39.906217,116.3912757,40.3754434,49.8326748
Beijing,Dhaka,1879.89,39.906217,116.3912757,23.7593572,90.3788136
Beijing,Cairo,4696.23,39.906217,116.3912757,30.048819,31.243666
Beijing,Baghdad,3920.66,39.906217,116.3912757,33.3024309,44.3787992
Beijing,Tel Aviv,4444.10,39.906217,116.3912757,32.0804808,34.7805274
Beijing,Astana,2275.11,39.906217,116.3912757,51.128258,71.43055
Beijing,Kuwait City,3870.31,39.906217,116.3912757,29.3797091,47.9735629
Beijing,Tripoli,5428.39,39.906217,116.3912757,32.896672,13.1777923
Beijing,Muscat,3523.91,39.906217,116.3912757,23.5125498,58.5514017715319
Beijing,Riyadh,4108.88,39.906217,116.3912757,24.6319692,46.7150648
Beijing,Abu Dhabi,3766.35,39.906217,116.3912757,23.99764435,53.6439097569213
Beijing,Amman,4392.16,39.906217,116.3912757,31.9515694,35.9239625
Beijing,Moscow,3609.03,39.906217,116.3912757,55.7507178,37.6176606
Beijing,London,5071.63,39.906217,116.3912757,51.5073219,-0.1276474
Beijing,New York City,6842.98,39.906217,116.3912757,40.7308619,-73.9871558
Beijing,Istanbul,4395.06,39.906217,116.3912757,41.0096334,28.9651646
Beijing,Bangkok,2034.27,39.906217,116.3912757,13.7538929,100.8160803
Beijing,Geneva,5110.96,39.906217,116.3912757,46.2017559,6.1466014
Beijing,Colombo,3204.45,39.906217,116.3912757,6.9218124,79.8655608840961
Tehran,Islamabad,1231.44,35.7006177,51.4013785,33.63573935,72.9230467027632
Tehran,Lahore,1348.01,35.7006177,51.4013785,31.5655908,74.3141453
Tehran,Karachi,1187.17,35.7006177,51.4013785,25.147872,67.1821931713384
Tehran,Mumbai,1744.38,35.7006177,51.4013785,18.9387711,72.8353355
Tehran,Beijing,3488.88,35.7006177,51.4013785,39.906217,116.3912757
Tehran,Kabul,1008.81,35.7006177,51.4013785,34.5260131,69.1776476
Tehran,Baku,333.57,35.7006177,51.4013785,40.3754434,49.8326748
Tehran,Dhaka,2464.42,35.7006177,51.4013785,23.7593572,90.3788136
Tehran,Cairo,1232.48,35.7006177,51.4013785,30.048819,31.243666
Tehran,Baghdad,433.36,35.7006177,51.4013785,33.3024309,44.3787992
Tehran,Tel Aviv,986.01,35.7006177,51.4013785,32.0804808,34.7805274
Tehran,Astana,1456.94,35.7006177,51.4013785,51.128258,71.43055
Tehran,Kuwait City,479.22,35.7006177,51.4013785,29.3797091,47.9735629
Tehran,Tripoli,2181.32,35.7006177,51.4013785,32.896672,13.1777923
Tehran,Muscat,942.60,35.7006177,51.4013785,23.5125498,58.5514017715319
Tehran,Riyadh,812.09,35.7006177,51.4013785,24.6319692,46.7150648
Tehran,Abu Dhabi,817.19,35.7006177,51.4013785,23.99764435,53.6439097569213
Tehran,Amman,925.86,35.7006177,51.4013785,31.9515694,35.9239625
Tehran,Moscow,1530.31,35.7006177,51.4013785,55.7507178,37.6176606
Tehran,London,2737.75,35.7006177,51.4013785,51.5073219,-0.1276474
Tehran,New York City,6135.80,35.7006177,51.4013785,40.7308619,-73.9871558
Tehran,Istanbul,1268.29,35.7006177,51.4013785,41.0096334,28.9651646
Tehran,Bangkok,3409.44,35.7006177,51.4013785,13.7538929,100.8160803
Tehran,Geneva,2439.45,35.7006177,51.4013785,46.2017559,6.1466014
Tehran,Colombo,2678.63,35.7006177,51.4013785,6.9218124,79.8655608840961
Kabul,Islamabad,223.38,34.5260131,69.1776476,33.63573935,72.9230467027632
Kabul,Lahore,361.15,34.5260131,69.1776476,31.5655908,74.3141453
Kabul,Karachi,656.93,34.5260131,69.1776476,25.147872,67.1821931713384
Kabul,Mumbai,1096.49,34.5260131,69.1776476,18.9387711,72.8353355
Kabul,Beijing,2599.83,34.5260131,69.1776476,39.906217,116.3912757
Kabul,Tehran,1008.81,34.5260131,69.1776476,35.7006177,51.4013785
Kabul,Baku,1134.58,34.5260131,69.1776476,40.3754434,49.8326748
Kabul,Dhaka,1476.21,34.5260131,69.1776476,23.7593572,90.3788136
Kabul,Cairo,2228.60,34.5260131,69.1776476,30.048819,31.243666
Kabul,Baghdad,1423.94,34.5260131,69.1776476,33.3024309,44.3787992
Kabul,Tel Aviv,1988.12,34.5260131,69.1776476,32.0804808,34.7805274
Kabul,Astana,1151.58,34.5260131,69.1776476,51.128258,71.43055
Kabul,Kuwait City,1292.32,34.5260131,69.1776476,29.3797091,47.9735629
Kabul,Tripoli,3185.08,34.5260131,69.1776476,32.896672,13.1777923
Kabul,Muscat,993.17,34.5260131,69.1776476,23.5125498,58.5514017715319
Kabul,Riyadh,1509.49,34.5260131,69.1776476,24.6319692,46.7150648
Kabul,Abu Dhabi,1183.12,34.5260131,69.1776476,23.99764435,53.6439097569213
Kabul,Amman,1925.31,34.5260131,69.1776476,31.9515694,35.9239625
Kabul,Moscow,2094.41,34.5260131,69.1776476,55.7507178,37.6176606
Kabul,London,3554.63,34.5260131,69.1776476,51.5073219,-0.1276474
Kabul,New York City,6748.57,34.5260131,69.1776476,40.7308619,-73.9871558
Kabul,Istanbul,2226.15,34.5260131,69.1776476,41.0096334,28.9651646
Kabul,Bangkok,2438.98,34.5260131,69.1776476,13.7538929,100.8160803
Kabul,Geneva,3331.75,34.5260131,69.1776476,46.2017559,6.1466014
Kabul,Colombo,2017.99,34.5260131,69.1776476,6.9218124,79.8655608840961
Baku,Islamabad,1354.11,40.3754434,49.8326748,33.63573935,72.9230467027632
Baku,Lahore,1493.98,40.3754434,49.8326748,31.5655908,74.3141453
Baku,Karachi,1451.13,40.3754434,49.8326748,25.147872,67.1821931713384
Baku,Mumbai,2011.06,40.3754434,49.8326748,18.9387711,72.8353355
Baku,Beijing,3435.96,40.3754434,49.8326748,39.906217,116.3912757
Baku,Tehran,333.57,40.3754434,49.8326748,35.7006177,51.4013785
Baku,Kabul,1134.58,40.3754434,49.8326748,34.5260131,69.1776476
Baku,Dhaka,2610.38,40.3754434,49.8326748,23.7593572,90.3788136
Baku,Cairo,1265.76,40.3754434,49.8326748,30.048819,31.243666
Baku,Baghdad,573.52,40.3754434,49.8326748,33.3024309,44.3787992
Baku,Tel Aviv,1014.65,40.3754434,49.8326748,32.0804808,34.7805274
Baku,Astana,1273.53,40.3754434,49.8326748,51.128258,71.43055
Baku,Kuwait City,765.25,40.3754434,49.8326748,29.3797091,47.9735629
Baku,Tripoli,2085.18,40.3754434,49.8326748,32.896672,13.1777923
Baku,Muscat,1268.13,40.3754434,49.8326748,23.5125498,58.5514017715319
Baku,Riyadh,1099.83,40.3754434,49.8326748,24.6319692,46.7150648
Baku,Abu Dhabi,1150.09,40.3754434,49.8326748,23.99764435,53.6439097569213
Baku,Amman,968.59,40.3754434,49.8326748,31.9515694,35.9239625
Baku,Moscow,1199.46,40.3754434,49.8326748,55.7507178,37.6176606
Baku,London,2473.03,40.3754434,49.8326748,51.5073219,-0.1276474
Baku,New York City,5830.62,40.3754434,49.8326748,40.7308619,-73.9871558
Baku,Istanbul,1094.25,40.3754434,49.8326748,41.0096334,28.9651646
Baku,Bangkok,3573.28,40.3754434,49.8326748,13.7538929,100.8160803
Baku,Geneva,2210.66,40.3754434,49.8326748,46.2017559,6.1466014
Baku,Colombo,2957.79,40.3754434,49.8326748,6.9218124,79.8655608840961
Dhaka,Islamabad,1256.49,23.7593572,90.3788136,33.63573935,72.9230467027632
Dhaka,Lahore,1120.19,23.7593572,90.3788136,31.5655908,74.3141453
Dhaka,Karachi,1462.77,23.7593572,90.3788136,25.147872,67.1821931713384
Dhaka,Mumbai,1177.33,23.7593572,90.3788136,18.9387711,72.8353355
Dhaka,Beijing,1879.89,23.7593572,90.3788136,39.906217,116.3912757
Dhaka,Tehran,2464.42,23.7593572,90.3788136,35.7006177,51.4013785
Dhaka,Kabul,1476.21,23.7593572,90.3788136,34.5260131,69.1776476
Dhaka,Baku,2610.38,23.7593572,90.3788136,40.3754434,49.8326748
Dhaka,Cairo,3636.60,23.7593572,90.3788136,30.048819,31.243666
Dhaka,Baghdad,2850.16,23.7593572,90.3788136,33.3024309,44.3787992
Dhaka,Tel Aviv,3411.95,23.7593572,90.3788136,32.0804808,34.7805274
Dhaka,Astana,2141.70,23.7593572,90.3788136,51.128258,71.43055
Dhaka,Kuwait City,2639.32,23.7593572,90.3788136,29.3797091,47.9735629
Dhaka,Tripoli,4644.59,23.7593572,90.3788136,32.896672,13.1777923
Dhaka,Muscat,2013.72,23.7593572,90.3788136,23.5125498,58.5514017715319
Dhaka,Riyadh,2745.33,23.7593572,90.3788136,24.6319692,46.7150648
Dhaka,Abu Dhabi,2318.07,23.7593572,90.3788136,23.99764435,53.6439097569213
Dhaka,Amman,3345.83,23.7593572,90.3788136,31.9515694,35.9239625
Dhaka,Moscow,3447.47,23.7593572,90.3788136,55.7507178,37.6176606
Dhaka,London,4977.76,23.7593572,90.3788136,51.5073219,-0.1276474
Dhaka,New York City,7881.95,23.7593572,90.3788136,40.7308619,-73.9871558
Dhaka,Istanbul,3702.26,23.7593572,90.3788136,41.0096334,28.9651646
Dhaka,Bangkok,969.28,23.7593572,90.3788136,13.7538929,100.8160803
Dhaka,Geneva,4792.20,23.7593572,90.3788136,46.2017559,6.1466014
Dhaka,Colombo,1352.04,23.7593572,90.3788136,6.9218124,79.8655608840961
Cairo,Islamabad,2447.42,30.048819,31.243666,33.63573935,72.9230467027632
Cairo,Lahore,2546.60,30.048819,31.243666,31.5655908,74.3141453
Cairo,Karachi,2221.18,30.048819,31.243666,25.147872,67.1821931713384
Cairo,Mumbai,2712.45,30.048819,31.243666,18.9387711,72.8353355
Cairo,Beijing,4696.23,30.048819,31.243666,39.906217,116.3912757
Cairo,Tehran,1232.48,30.048819,31.243666,35.7006177,51.4013785
Cairo,Kabul,2228.60,30.048819,31.243666,34.5260131,69.1776476
Cairo,Baku,1265.76,30.048819,31.243666,40.3754434,49.8326748
Cairo,Dhaka,3636.60,30.048819,31.243666,23.7593572,90.3788136
Cairo,Baghdad,805.08,30.048819,31.243666,33.3024309,44.3787992
Cairo,Tel Aviv,252.13,30.048819,31.243666,32.0804808,34.7805274
Cairo,Astana,2518.38,30.048819,31.243666,51.128258,71.43055
Cairo,Kuwait City,1006.04,30.048819,31.243666,29.3797091,47.9735629
Cairo,Tripoli,1083.24,30.048819,31.243666,32.896672,13.1777923
Cairo,Muscat,1741.65,30.048819,31.243666,23.5125498,58.5514017715319
Cairo,Riyadh,1020.63,30.048819,31.243666,24.6319692,46.7150648
Cairo,Abu Dhabi,1439.84,30.048819,31.243666,23.99764435,53.6439097569213
Cairo,Amman,307.08,30.048819,31.243666,31.9515694,35.9239625
Cairo,Moscow,1801.65,30.048819,31.243666,55.7507178,37.6176606
Cairo,London,2183.54,30.048819,31.243666,51.5073219,-0.1276474
Cairo,New York City,5616.46,30.048819,31.243666,40.7308619,-73.9871558
Cairo,Istanbul,766.41,30.048819,31.243666,41.0096334,28.9651646
Cairo,Bangkok,4540.74,30.048819,31.243666,13.7538929,100.8160803
Cairo,Geneva,1750.41,30.048819,31.243666,46.2017559,6.1466014
Cairo,Colombo,3529.59,30.048819,31.243666,6.9218124,79.8655608840961
Baghdad,Islamabad,1643.60,33.3024309,44.3787992,33.63573935,72.9230467027632
Baghdad,Lahore,1747.46,33.3024309,44.3787992,31.5655908,74.3141453
Baghdad,Karachi,1483.60,33.3024309,44.3787992,25.147872,67.1821931713384
Baghdad,Mumbai,2016.00,33.3024309,44.3787992,18.9387711,72.8353355
Baghdad,Beijing,3920.66,33.3024309,44.3787992,39.906217,116.3912757
Baghdad,Tehran,433.36,33.3024309,44.3787992,35.7006177,51.4013785
Baghdad,Kabul,1423.94,33.3024309,44.3787992,34.5260131,69.1776476
Baghdad,Baku,573.52,33.3024309,44.3787992,40.3754434,49.8326748
Baghdad,Dhaka,2850.16,33.3024309,44.3787992,23.7593572,90.3788136
Baghdad,Cairo,805.08,33.3024309,44.3787992,30.048819,31.243666
Baghdad,Tel Aviv,565.39,33.3024309,44.3787992,32.0804808,34.7805274
Baghdad,Astana,1835.64,33.3024309,44.3787992,51.128258,71.43055
Baghdad,Kuwait City,343.77,33.3024309,44.3787992,29.3797091,47.9735629
Baghdad,Tripoli,1803.18,33.3024309,44.3787992,32.896672,13.1777923
Baghdad,Muscat,1093.12,33.3024309,44.3787992,23.5125498,58.5514017715319
Baghdad,Riyadh,613.61,33.3024309,44.3787992,24.6319692,46.7150648
Baghdad,Abu Dhabi,852.02,33.3024309,44.3787992,23.99764435,53.6439097569213
Baghdad,Amman,501.58,33.3024309,44.3787992,31.9515694,35.9239625
Baghdad,Moscow,1583.79,33.3024309,44.3787992,55.7507178,37.6176606
Baghdad,London,2547.01,33.3024309,44.3787992,51.5073219,-0.1276474
Baghdad,New York City,6004.45,33.3024309,44.3787992,40.7308619,-73.9871558
Baghdad,Istanbul,1000.86,33.3024309,44.3787992,41.0096334,28.9651646
Baghdad,Bangkok,3775.72,33.3024309,44.3787992,13.7538929,100.8160803
Baghdad,Geneva,2195.19,33.3024309,44.3787992,46.2017559,6.1466014
Baghdad,Colombo,2908.06,33.3024309,44.3787992,6.9218124,79.8655608840961
Tel Aviv,Islamabad,2208.46,32.0804808,34.7805274,33.63573935,72.9230467027632
Tel Aviv,Lahore,2312.67,32.0804808,34.7805274,31.5655908,74.3141453
Tel Aviv,Karachi,2017.86,32.0804808,34.7805274,25.147872,67.1821931713384
Tel Aviv,Mumbai,2527.29,32.0804808,34.7805274,18.9387711,72.8353355
Tel Aviv,Beijing,4444.10,32.0804808,34.7805274,39.906217,116.3912757
Tel Aviv,Tehran,986.01,32.0804808,34.7805274,35.7006177,51.4013785
Tel Aviv,Kabul,1988.12,32.0804808,34.7805274,34.5260131,69.1776476
Tel Aviv,Baku,1014.65,32.0804808,34.7805274,40.3754434,49.8326748
Tel Aviv,Dhaka,3411.95,32.0804808,34.7805274,23.7593572,90.3788136
Tel Aviv,Cairo,252.13,32.0804808,34.7805274,30.048819,31.243666
Tel Aviv,Baghdad,565.39,32.0804808,34.7805274,33.3024309,44.3787992
Tel Aviv,Astana,2272.54,32.0804808,34.7805274,51.128258,71.43055
Tel Aviv,Kuwait City,806.27,32.0804808,34.7805274,29.3797091,47.9735629
Tel Aviv,Tripoli,1260.69,32.0804808,34.7805274,32.896672,13.1777923
Tel Aviv,Muscat,1566.15,32.0804808,34.7805274,23.5125498,58.5514017715319
Tel Aviv,Riyadh,888.72,32.0804808,34.7805274,24.6319692,46.7150648
Tel Aviv,Abu Dhabi,1277.22,32.0804808,34.7805274,23.99764435,53.6439097569213
Tel Aviv,Amman,67.71,32.0804808,34.7805274,31.9515694,35.9239625
Tel Aviv,Moscow,1640.01,32.0804808,34.7805274,55.7507178,37.6176606
Tel Aviv,London,2212.72,32.0804808,34.7805274,51.5073219,-0.1276474
Tel Aviv,New York City,5674.81,32.0804808,34.7805274,40.7308619,-73.9871558
Tel Aviv,Istanbul,695.11,32.0804808,34.7805274,41.0096334,28.9651646
Tel Aviv,Bangkok,4328.64,32.0804808,34.7805274,13.7538929,100.8160803
Tel Aviv,Geneva,1805.33,32.0804808,34.7805274,46.2017559,6.1466014
Tel Aviv,Colombo,3375.86,32.0804808,34.7805274,6.9218124,79.8655608840961
Astana,Islamabad,1209.73,51.128258,71.43055,33.63573935,72.9230467027632
Astana,Lahore,1358.07,51.128258,71.43055,31.5655908,74.3141453
Astana,Karachi,1806.13,51.128258,71.43055,25.147872,67.1821931713384
Astana,Mumbai,2220.54,51.128258,71.43055,18.9387711,72.8353355
Astana,Beijing,2275.11,51.128258,71.43055,39.906217,116.3912757
Astana,Tehran,1456.94,51.128258,71.43055,35.7006177,51.4013785
Astana,Kabul,1151.58,51.128258,71.43055,34.5260131,69.1776476
Astana,Baku,1273.53,51.128258,71.43055,40.3754434,49.8326748
Astana,Dhaka,2141.70,51.128258,71.43055,23.7593572,90.3788136
Astana,Cairo,2518.38,51.128258,71.43055,30.048819,31.243666
Astana,Baghdad,1835.64,51.128258,71.43055,33.3024309,44.3787992
Astana,Tel Aviv,2272.54,51.128258,71.43055,32.0804808,34.7805274
Astana,Kuwait City,1929.17,51.128258,71.43055,29.3797091,47.9735629
Astana,Tripoli,3154.46,51.128258,71.43055,32.896672,13.1777923
Astana,Muscat,2025.46,51.128258,71.43055,23.5125498,58.5514017715319
Astana,Riyadh,2249.76,51.128258,71.43055,24.6319692,46.7150648
Astana,Abu Dhabi,2098.01,51.128258,71.43055,23.99764435,53.6439097569213
Astana,Amman,2232.81,51.128258,71.43055,31.9515694,35.9239625
Astana,Moscow,1417.09,51.128258,71.43055,55.7507178,37.6176606
Astana,London,2971.21,51.128258,71.43055,51.5073219,-0.1276474
Astana,New York City,5771.76,51.128258,71.43055,40.7308619,-73.9871558
Astana,Istanbul,2123.60,51.128258,71.43055,41.0096334,28.9651646
Astana,Bangkok,3053.89,51.128258,71.43055,13.7538929,100.8160803
Astana,Geneva,2908.06,51.128258,71.43055,46.2017559,6.1466014
Astana,Colombo,3083.64,51.128258,71.43055,6.9218124,79.8655608840961
Kuwait City,Islamabad,1497.73,29.3797091,47.9735629,33.63573935,72.9230467027632
Kuwait City,Lahore,1575.09,29.3797091,47.9735629,31.5655908,74.3141453
Kuwait City,Karachi,1215.68,29.3797091,47.9735629,25.147872,67.1821931713384
Kuwait City,Mumbai,1721.51,29.3797091,47.9735629,18.9387711,72.8353355
Kuwait City,Beijing,3870.31,29.3797091,47.9735629,39.906217,116.3912757
Kuwait City,Tehran,479.22,29.3797091,47.9735629,35.7006177,51.4013785
Kuwait City,Kabul,1292.32,29.3797091,47.9735629,34.5260131,69.1776476
Kuwait City,Baku,765.25,29.3797091,47.9735629,40.3754434,49.8326748
Kuwait City,Dhaka,2639.32,29.3797091,47.9735629,23.7593572,90.3788136
Kuwait City,Cairo,1006.04,29.3797091,47.9735629,30.048819,31.243666
Kuwait City,Baghdad,343.77,29.3797091,47.9735629,33.3024309,44.3787992
Kuwait City,Tel Aviv,806.27,29.3797091,47.9735629,32.0804808,34.7805274
Kuwait City,Astana,1929.17,29.3797091,47.9735629,51.128258,71.43055
Kuwait City,Tripoli,2066.79,29.3797091,47.9735629,32.896672,13.1777923
Kuwait City,Muscat,769.41,29.3797091,47.9735629,23.5125498,58.5514017715319
Kuwait City,Riyadh,335.96,29.3797091,47.9735629,24.6319692,46.7150648
Kuwait City,Abu Dhabi,509.99,29.3797091,47.9735629,23.99764435,53.6439097569213
Kuwait City,Amman,738.64,29.3797091,47.9735629,31.9515694,35.9239625
Kuwait City,Moscow,1890.66,29.3797091,47.9735629,55.7507178,37.6176606
Kuwait City,London,2888.00,29.3797091,47.9735629,51.5073219,-0.1276474
Kuwait City,New York City,6347.83,29.3797091,47.9735629,40.7308619,-73.9871558
Kuwait City,Istanbul,1336.55,29.3797091,47.9735629,41.0096334,28.9651646
Kuwait City,Bangkok,3534.81,29.3797091,47.9735629,13.7538929,100.8160803
Kuwait City,Geneva,2527.93,29.3797091,47.9735629,46.2017559,6.1466014
Kuwait City,Colombo,2587.79,29.3797091,47.9735629,6.9218124,79.8655608840961
Tripoli,Islamabad,3408.46,32.896672,13.1777923,33.63573935,72.9230467027632
Tripoli,Lahore,3529.29,32.896672,13.1777923,31.5655908,74.3141453
Tripoli,Karachi,3277.39,32.896672,13.1777923,25.147872,67.1821931713384
